ride_id,ride_date,elapsed_time,distance,bike_weight,moving_time,max_speed,avg_speed,elevation_gain,elevation_loss,max_grade,avg_grade,avg_power,calories,perceived_exertion,perceived_relative_effort,simple_exertion
4108365472,9/24/2020 22:25,5430,24.28,15.8757,4548,10.30000019,5.339313984,74.84260559,75.04260254,16.70000076,-0.000823615,92.0920105,467.0003662,5,82,NORMAL
4120059933,9/27/2020 12:56,9189,30.68,15.8757,6175,56.59999847,4.968971729,96.95716095,96.85716248,19.29999924,0.000325909,83.65126038,575.9494019,3,51,EASY
4203579387,10/16/2020 19:04,3786,18.07,15.8757,3114,9.199999809,5.804752827,54.85129547,55.45130157,6.400000095,-0.003319318,98.02722168,340.3612366,7,99,HARD
4230821659,10/22/2020 22:39,3541,15.93,15.8757,2891,11.19999981,5.510273457,71.06990051,71.06990051,14.30000019,0,99.15528107,319.6236267,6,76,NORMAL
4237853887,10/24/2020 16:01,1460,8.78,15.8757,1326,10.80000019,6.625188351,26.07571411,38.47570038,5.699999809,-0.141149685,121.1527634,179.1235046,7,42,HARD
4238060996,10/24/2020 16:56,797,4.66,15.8757,730,9.100000381,6.382739544,9.911190033,13.81119061,1.700000048,-0.083701767,91.86291504,74.77182007,5,13,NORMAL
4238714069,10/24/2020 18:50,6752,15.86,15.8757,4987,11,3.181772709,35.25231171,35.25231171,7,0,76.17150879,423.552063,,,
4238817655,10/24/2020 20:44,2308,12.42,15.8757,2058,9.899999619,6.034985542,49.44269943,35.6427002,5.800000191,0.111111112,103.1366272,236.6653748,7,65,HARD
4329474548,11/12/2020 21:30,3278,9.15,15.8757,2324,9.100000381,3.937177181,12.13749981,12.13749981,7.699999809,0,90.93786621,235.6437378,,,
4348081788,11/16/2020 20:46,5659,15.2,15.8757,4075,10.10000038,3.731950998,70.74143219,71.04139709,14.30000019,-0.001972685,91.64292908,416.3909607,6,107,NORMAL
4351835276,11/17/2020 17:11,1966,9.87,15.8757,1811,9.699999809,5.453119755,34.82083511,34.82080078,10,0,82.33827209,166.2628479,,,
4356983762,11/18/2020 18:10,2364,7.61,15.8757,1443,8.600000381,5.277754784,8.970000267,8.970000267,3,0,91.12255096,146.6112518,4,16,EASY
4361964395,11/19/2020 20:16,3548,10.98,15.8757,2756,10.19999981,3.984143734,26.36000061,25.45999908,7.400000095,0.008196497,95.20835114,292.5697021,5,49,NORMAL
4403807192,11/28/2020 17:06,8912,20.21,15.8757,3784,12,5.341067791,108.5492096,108.1492081,9.199999809,0.001979159,97.93473053,413.202301,5,68,NORMAL
4412809348,11/30/2020 17:40,2712,10.29,15.8757,1967,9.5,5.234875679,28.14595222,28.14599991,4.199999809,0,81.69444275,179.1725616,5,35,NORMAL
4422108022,12/2/2020 19:54,3050,6.31,15.8757,2039,10.39999962,3.098773956,14.2396822,13.43970013,7.699999809,0.012661433,82.11420441,186.6854095,3,16,EASY
4425571905,12/3/2020 17:05,5128,21.09,15.8757,3961,9.600000381,5.326255798,51.60193634,50.70190048,5.599999905,0.004265949,91.47094727,403.982605,7,126,HARD
4434685320,12/5/2020 20:49,4018,9.23,15.8757,2462,9.199999809,3.751665354,12.6922617,12.69229984,2.599999905,0,82.71080017,227.0518951,5,44,NORMAL
4439566437,12/6/2020 18:36,8206,38.41,15.8757,6891,12,5.574575424,148.42659,148.427002,10.19999981,0,101.1133957,776.8981934,10,421,HARD
4447920062,12/8/2020 21:15,3603,17.9,15.8757,2945,10.69999981,6.079558372,53.63571548,53.53570175,5.099999905,0.000558525,102.4611969,336.4486389,6,77,NORMAL
4450338751,12/9/2020 13:44,3596,18.34,15.8757,2935,10.60000038,6.250017166,79.76773834,67.06770325,11.39999962,0.069233201,111.6547852,365.3937683,6,77,NORMAL
4450821610,12/9/2020 15:53,3755,18.87,15.8757,3416,13.19999981,5.524677753,66.74121094,79.24120331,8.300000191,-0.066234641,86.54946899,329.6531982,10,208,HARD
4456136306,12/10/2020 20:41,5261,24.76,15.8757,4294,9.5,5.76646471,67.87408447,67.17410278,8,0.002827004,94.09111023,450.4902954,5,77,NORMAL
4472002417,12/14/2020 17:05,2611,11.22,15.8757,1963,9.899999619,5.717371464,26.46583366,26.7658329,4.099999905,-0.002673034,85.62465668,187.4105377,2,9,EASY
4477068537,12/15/2020 21:12,3563,17.93,15.8757,3096,11.5,5.793378353,53.42761993,52.82759857,8.100000381,0.003345171,100.5874176,347.2303467,7,98,HARD
4483794877,12/17/2020 15:27,4546,23.07,15.8757,3848,12.60000038,5.996153831,102.8130417,102.8130035,10.10000038,0,106.4550171,456.7473145,5,69,NORMAL
4488400318,12/18/2020 19:35,5432,26.62,10.16049957,4447,10.60000038,5.988037109,54.14400864,54.14400864,4.099999905,0,88.26703644,437.6637268,6,117,NORMAL
4512706104,12/24/2020 14:04,4336,20.29,10.16049957,3836,11.89999962,5.289442062,143.6551056,143.4550018,15.80000019,0.000985693,95.17445374,407.074646,8,165,HARD
4535982703,12/29/2020 19:00,3562,18.12,10.16049957,3131,10.5,5.78949213,53.03733826,52.43730164,7.5,0.003309998,105.6095123,368.6913757,6,82,NORMAL
4540079650,12/30/2020 15:58,3007,15.61,10.16049957,2710,11.30000019,5.760147572,63.16666794,62.16669846,12.10000038,0.00640615,108.9247513,329.1332397,8,116,HARD
