elapsed_distance,moving_time,avg_speed,ride_cruise_speed,ride_avg_power,peak_20min_power,training_window_0,training_window_1,training_window_2,training_window_3,training_window_4,training_window_5,training_window_6,training_window_7,training_window_8,training_window_9,training_window_10,training_window_11,training_window_12,simple_exertion
0.3019467454065623,0.17918467212762115,0.502599867052121,-0.1049436336257291,0.5590358138407469,0.975232771236132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.5583539037942312,-0.7691197977315712,0.8648601156419516,0.34286103071062085,0.7883329523600964,0.9039875311477327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-0.5957913972064298,-0.8018508739962148,0.8880477772407235,0.8043648533464952,1.2691309771924708,0.6162083332261462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
-0.12592737260003073,-0.29564011916357735,0.6149862859805255,-0.11813243260436349,0.2113813765525238,0.31074972729104333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-1.1271944710404949,-1.1802759201244222,-0.6932693459079285,0.2497763533432462,-0.2175493340528453,-0.9839076040398759,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.3636461188087412,2.382927683644373,-1.1333815460852048,-1.7635550123146897,-1.6424208293707259,-1.3184015688287352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.8252854667631567,0.6782214924365011,0.5702289200963492,-0.06558090337495055,0.5683957497890687,1.1424283868797116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.13027671922331957,-0.3288195663359557,0.7525536543728821,0.6610569332092475,0.7840226288037613,1.0183655981484092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-1.2587824956212592,-1.152028552937127,-2.3543067282408003,-0.2704454440624964,-1.996023765201234,-2.573745033781813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.20810363238235138,-0.4063877333740835,0.7854709223429589,0.09048439938147927,0.5327004272380633,0.4942370527732612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
-0.30882537147426936,-0.053071458079027405,-0.8828581326594345,-0.6279576189560384,-0.8522630868148233,0.06669660645163966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2221694403610284,-1.3013360652128296,-0.7558832462047395,1.073731725794444,1.1768223351437668,0.2776903333887258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.25419140982272515,-0.26784112288401707,-0.026562247148962884,-0.5375360739291904,-0.5327346932624426,-0.4074563855056209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-0.4097682415873034,-0.5243092821083472,0.2620777408826901,0.68796054058327,0.48930095325411727,-0.344364443319263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
-0.16554098010920237,-0.01809852727570967,-0.47219605467571674,-2.0172744357186496,-1.4750692706964348,-1.5465325212849648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.20667100392012583,-0.390694751603364,0.7330811627346763,-0.11387420617648364,0.42556654221495493,0.5308057791287785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2.672257732551246,2.39279184361454,0.8578850501762034,0.28705579730779857,0.8766120141860474,0.006066396900359804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
0.4377736238293195,0.6553545761420242,-0.2823966777538567,-2.3867618654561884,-1.447866479364186,-1.6093479728599742,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6536884500671357,-0.8117150339663813,0.6203984034251997,-0.3214583011086743,-0.011826341394905833,-0.03408467922620574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.38560306693773533,-0.21538172667904049,-0.7235358281000679,-1.6637765565798348,-0.8861432340259441,-0.5997927733400286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4330161924545953,-0.6655461180448226,0.9878748553118432,1.0293973663436806,1.6124332183867045,1.5021775325985685,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.18400522779526662,-0.32433585725860725,0.542443133684841,0.3157856108289002,0.5747681688500346,0.5518841781299807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
1.690425060811532,2.7949805478526937,-1.0252584527705,-1.543605533501769,-1.6081333437153655,-1.0560758470596223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
-0.32373043693105347,-0.4431541478083406,0.43137294401527676,1.4242176693499469,1.2807903932118896,1.2424943740444536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.2813217735083341,0.0823365560568951,0.7921394131406951,-0.19306281410698561,0.6510985036472543,0.5180028921072473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.9181631257040282,-0.8852478628348955,-0.92614760742331,-1.815787084154624,-0.8385704381167384,-1.0226157705785348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-0.5800119891402425,-0.37858873709452323,-1.1215357395298695,-0.06426211734688488,-0.9318707661503819,-0.521861783620989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-0.7785486578722636,-1.008998233369712,1.152239438522794,1.141327367481258,1.2683253450718677,0.9646093183764594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
-0.17038944092801792,-0.23735190115804777,0.21186088729471658,-0.2878254525884881,0.1049078020481232,0.39957494979987757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.836173636904339,-0.7417691723597458,-1.08490153673496,0.5692784079184086,-1.0132140671673924,-2.3773547301105666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
3.4934614712658574,2.9079700166018743,1.2062994915336547,0.3319215444531029,-0.035716181544622375,0.7349781969690389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-0.12397496985893051,-0.288017813732085,0.6185150332690211,0.7530810511303215,0.5486713324839851,0.700046644310487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.11778572955476253,-0.31805866455031945,0.7534235091543603,0.5824200180878301,0.7563319924334773,1.4666880726379667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.3339818592674717,-0.5346218129862486,0.8626896352210114,0.01415528863740351,0.5448633003658544,-0.7158741307763954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
-0.13142397919646862,0.3760195006232171,-1.3050928259307844,2.5951695679645534,0.12660855900149304,-0.6725208356345121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.111492511270644,0.05857289794694844,-0.501236293218859,-1.6461180471345158,-0.8467369705229089,-0.8269708933036409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5431223673721662,-0.07100629438842111,-1.7532975207259172,-0.32065872278411856,-1.4620369241908417,0.06841415381526704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
-0.8425764958563148,-0.8408591429691461,-0.5511480302495949,0.5400961573584542,-0.188226086273796,-0.9573765508536974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1.1607762579279177,1.1624620727901314,0.31238074680815936,-0.5322019765059589,0.08499330556982787,0.5729514691574749,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.39136264625127865,0.2334375519635371,0.6132589153360956,0.035479529116281744,0.2796436418536741,0.34471540604044004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.43899686375956154,-0.5005456239984004,0.08962262829375034,-0.559585297020034,-0.142603243403395,-0.7032187511669984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.8084608629996478,-0.5879779510066948,-1.543619949350037,0.03259315592943529,-1.4780340091397892,-1.418697280491171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.10082501998591814,0.008355356280646053,0.3068032851040739,0.24833912209603626,0.4301109323408876,0.6639875325032359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.7930597400336517,2.9016928238935864,0.2690951970217116,0.6752288105794332,0.7405417868790288,1.8392504562470389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
2.0946490786452245,2.1632259388543003,0.2578185947280171,-0.09197352049992956,0.14794487750326618,1.3647525445676951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5.004971838676345,4.313164441442871,1.1511917630057573,0.6704080347617103,1.220429086099001,1.441891237062699,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.6899485262165619,0.2782746427370214,1.4044607531655056,0.49894939312157666,1.3569517474659247,0.8286745691675506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.10901343727091475,0.08413003968783447,0.13029432652326883,-0.47330164041746525,-0.23282987905207805,-0.02403582387933309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-0.7742771620185749,-0.45212156596303743,-1.7394056890064655,-3.1824922900157095,-1.7541634686632983,-2.3928316469125614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
0.2789276741483922,0.23702451922541584,0.2733698917727151,-0.7593647106884717,-0.21341747709699088,-0.20426838499756259,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.4515323306664032,-0.8022992449039497,1.8632430654218675,1.158097707056406,2.0093149601069924,1.4978837414066792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.13876059882436959,-0.407732846097288,1.1294291570843737,0.3618340943488402,0.79734923625377,0.880796458827671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
-0.9568412766400736,-1.0825310622382263,0.4156980468636262,-0.09818531592486053,0.3076652494524286,-0.1282123489199691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6345726837062218,-0.6198122854558686,-0.39719898906804246,0.7453800806050931,-0.008000305917351382,-0.4966665563688188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
-0.6385058509898067,-0.17502834498290462,-1.8065123596517958,-0.041659354827975954,-1.6384352552783434,-2.7566130462245164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
-0.12459227718623118,-0.14902283233428376,0.04176338392790409,0.659864479002225,0.0466740886139456,0.8289455600324049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
0.10874241695983336,-0.327922824520486,1.8812637510108203,2.324550834038112,0.7876604023046319,-0.07441513650973977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
-0.6299504014436285,-0.7377338341901323,0.21926110209703814,-0.21879458015836165,0.1251124588097111,-0.6738744753833935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-1.1963972441653774,-1.3340671414774732,0.20873722427127017,2.171122141557091,2.7150945002662277,1.6694863900602437,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3580574879012463,0.3473237625281872,0.1377611513105169,-0.17183822949912006,-0.11891878934143069,0.19973583574703044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
