ride_id,row_count,segment_count,start_time,end_time,elapsed_time,moving_time,distance,elapsed_ascent,elapsed_descent,max_speed,avg_speed,ride_cruise_speed,avg_power,ride_max_power,peak_20min_power,training_window_id,perceived_exertion,simple_exertion,perceived_relative_effort,ride_work
3902986200,1754,5,2020-08-12 14:44:32+00:00,2020-08-12 16:17:16+00:00,5580,1727,6.4622584000000005,217.8584,218.5146,42.50186,12.9468555,17.66068086,417.5788689,93328.86926,267.2226818,3,7.0,HARD,55.0,2330.090088462
3922365744,6798,26,2020-08-16 12:52:17+00:00,2020-08-16 15:56:44+00:00,11079,6697,13.01772245,375.6745,376.9869,42.50186,6.561572907,11.24592541,46.67669547,3557.49844,85.88012938,4,,,,517.13110911213
3924016323,1021,5,2020-08-16 21:54:15+00:00,2020-08-16 22:14:47+00:00,1268,1017,3.77793568,115.8193,119.4284,25.72481,13.33664498,16.49845313,136.2459331,614.7105696,,4,,,,172.7598431708
3924085714,990,2,2020-08-16 23:50:57+00:00,2020-08-17 00:07:50+00:00,1020,988,3.2249154900000003,88.2589,86.2903,23.0404824250186,11.74016748,13.26957352,94.3167657,443.5054343,,4,6.0,NORMAL,26.0,96.20310101400001
3938300771,6396,12,2020-08-19 21:24:50+00:00,2020-08-19 23:57:31+00:00,9162,6342,26.1597191,1117.5086,1117.1805,79.1876794225182,15.63561815,19.59831786,11712.2532,10631942.81,60711.19207,4,6.0,NORMAL,167.0,107307.66381839999
3942695122,889,8,2020-08-20 21:10:09+00:00,2020-08-20 21:43:26+00:00,2000,871,2.4233469,79.4002,80.7126,42.725554850037206,9.778108175,16.07332013,127.5637216,2252.510004,,4,3.0,EASY,7.0,255.12744319999996
3955182746,1827,6,2020-08-23 13:00:31+00:00,2020-08-23 13:38:18+00:00,2283,1806,4.567076849999999,103.0234,137.4739,23.7115648500372,9.00300345,10.51956974,46.84950989,330.2075412,56.41190198,4,,,,106.95743107887
3956271614,4907,13,2020-08-23 17:27:56+00:00,2020-08-23 19:00:11+00:00,5539,4799,16.006516960000003,428.8267,428.4986,61.2921551499628,12.06220129,17.13422965,658.380206,433255.7,2322.238108,4,8.0,HARD,206.0,3646.767961034
3964264713,2214,19,2020-08-25 14:38:03+00:00,2020-08-25 16:25:41+00:00,6478,2152,6.300701940000001,126.3185,124.678,53.2391702999256,8.918375727,17.24591048,278.7588545,103596.0782,498.4062425,4,5.0,NORMAL,38.0,1805.799859451
3988078366,6023,24,2020-08-30 14:59:09+00:00,2020-08-30 18:03:14+00:00,11047,5842,17.10012992,535.1311,599.4387,61.739544850037205,10.23761485,13.53922461,90.5394621,14638.33568,109.4862442,4,5.0,NORMAL,105.0,1000.1894378187
4003175803,4224,15,2020-09-02 21:21:17+00:00,2020-09-02 22:46:42+00:00,5151,4173,14.6643556,611.2503,612.5627,28.6328324250186,12.52273936,14.54142812,112.72417,1058.440085,146.0824245,4,5.0,NORMAL,75.0,580.64219967
4003355461,797,5,2020-09-02 23:24:55+00:00,2020-09-02 23:46:42+00:00,1309,798,2.61597191,79.4002,79.0721,40.71230970007441,11.88185307,17.49956833,164.5138142,4672.505859,,4,4.0,EASY,8.0,215.34858278780004
4008153143,2519,20,2020-09-03 22:56:23+00:00,2020-09-04 00:32:09+00:00,5746,2412,6.68595196,202.4377,199.8129,21.25093,9.590300258,14.26488693,80.32041336,492.1810217,,4,6.0,NORMAL,63.0,461.52109516656003
4037172186,4579,8,2020-09-09 22:23:50+00:00,2020-09-09 23:45:04+00:00,4956,4528,15.7206863,601.4073,601.4073,25.72481,12.4020521,14.15829825,107.6225095,1164.072877,137.8785563,4,6.0,NORMAL,119.0,533.377157082
4071000092,2948,7,2020-09-16 23:40:59+00:00,2020-09-17 00:35:11+00:00,3290,2890,9.28328274,420.6242,422.9209,27.96175,11.36404022,13.90794683,100.5591684,1072.747055,120.20006,4,5.0,NORMAL,52.0,330.83966403600004
4074900404,4701,18,2020-09-17 19:07:52+00:00,2020-09-17 20:48:49+00:00,6100,4612,11.96760546,471.4797,473.4483,51.225925149962805,8.580334662,18.05069113,170.4085547,14279.09646,293.8970782,4,5.0,NORMAL,83.0,1039.49218367
4079221652,3888,18,2020-09-18 19:50:38+00:00,2020-09-18 21:23:52+00:00,5622,3792,13.048791,344.1769,389.1266,29.751302425018604,12.09572576,15.00058002,109.6273277,669.2894766,137.8193314,4,10.0,HARD,231.0,616.3248363294
4104212687,3343,9,2020-09-24 00:27:29+00:00,2020-09-24 01:31:34+00:00,3851,3293,9.11551257,354.348,356.3166,25.5011151499628,9.848654797,12.51545576,78.0102222,1198.365114,104.2678645,4,2.0,EASY,15.0,300.4173656922
4108365472,4648,18,2020-09-24 22:25:22+00:00,2020-09-24 23:55:49+00:00,5430,4548,15.08688788,423.5771,424.2333,23.0404824250186,11.72706105,14.45448705,96.43934997,595.6333084,125.4941469,4,5.0,NORMAL,82.0,523.6656703371
4120059933,6227,17,2020-09-27 12:56:30+00:00,2020-09-27 15:29:31+00:00,9189,6175,19.06366228,531.1939,530.8658,126.6108005774818,10.78254348,16.01142417,2480.667925,1748384.429,9802.424036,4,3.0,EASY,51.0,22794.857562825
4203579387,3169,8,2020-10-16 19:04:26+00:00,2020-10-16 20:06:37+00:00,3786,3114,11.22817397,318.9132,320.8818,20.57984757274446,12.76784338,14.524287,104.3733307,522.1929858,128.4413988,5,7.0,HARD,99.0,395.15743003020003
4230821659,2952,11,2020-10-22 22:39:49+00:00,2020-10-22 23:38:04+00:00,3541,2891,9.89844003,366.8158,366.8158,25.0537275749814,12.0869367,14.05871762,103.346328,619.2754913,131.3322042,5,6.0,NORMAL,76.0,365.949347448
