time,index,ride_id,segment_id,elevation,latitude,longitude,elapsed_time,delta_time,moving_time,delta_dist,heading,speed,is_cruising,grade,elapsed_ascent,elapsed_descent,elapsed_elevation,training_window_id,filt_speed,filt_grade
2021-08-04 15:41:56+00:00,0,5738268973.0,0.0,882.589,40.067891,-83.127867,1.0,1.0,1.0,,,,False,,0.0,0.0,0.0,10,,
2021-08-04 15:41:57+00:00,1,5738268973.0,0.0,882.589,40.0678908,-83.127865,2.0,1.0,2.0,0.0001066509628324,354.28940678188434,0.3839434661966815,False,0.0,0.0,0.0,0.0,10,,
2021-08-04 15:41:58+00:00,2,5738268973.0,0.0,882.589,40.0678906,-83.127863,3.0,1.0,3.0,0.0001066509631402,354.28940678188434,0.3839434673050397,False,0.0,0.0,0.0,0.0,10,,
2021-08-04 15:41:59+00:00,3,5738268973.0,0.0,882.589,40.0678904,-83.127861,4.0,1.0,4.0,0.0001066509640582,354.28940702373245,0.3839434706096929,False,0.0,0.0,0.0,0.0,10,,
2021-08-04 15:42:00+00:00,4,5738268973.0,0.0,882.589,40.0678902,-83.127859,5.0,1.0,5.0,0.000106650963756,354.28940678188434,0.383943469521756,False,0.0,0.0,0.0,0.0,10,,
2021-08-04 15:42:01+00:00,5,5738268973.0,0.0,882.589,40.06789,-83.127857,6.0,1.0,6.0,0.0001066509640639,354.28940678188434,0.3839434706301142,False,0.0,0.0,0.0,0.0,10,,
2021-08-04 15:42:02+00:00,6,5738268973.0,0.0,882.3702666666667,40.06788133333333,-83.12787666666667,7.0,1.0,7.0,0.0011999803115533,203.7820304293912,4.319929121592038,False,-3.452287281542957,0.0,0.2187333333333754,0.2187333333333754,10,2.319038544178997,-1.6364011036006065
2021-08-04 15:42:03+00:00,7,5738268973.0,0.0,882.1515333333334,40.067872666666666,-83.12789633333334,8.0,1.0,8.0,0.001199980426791,203.7820304141135,4.319929536447605,False,-3.4522869500078395,0.0,0.4374666666666371,0.4374666666666371,10,3.051129473673581,-2.0634646246521524
2021-08-04 15:42:04+00:00,8,5738268973.0,0.0,881.9328,40.067864,-83.127916,9.0,1.0,9.0,0.0011999805402797,203.7820304293912,4.319929945007178,False,-3.4522866235078387,0.0,0.6562000000000126,0.6562000000000126,10,3.4398107999051204,-2.0634645925040207
2021-08-04 15:42:05+00:00,9,5738268973.0,0.0,881.9328,40.06787,-83.127902,10.0,1.0,10.0,0.0008484402921195,23.19859052066734,3.05438505163048,False,0.0,0.0,0.6562000000000126,0.6562000000000126,10,3.3292662035222076,-1.6364010221986798
2021-08-04 15:42:06+00:00,10,5738268973.0,0.0,881.9328,40.067876,-83.127888,11.0,1.0,11.0,0.0008484402358161,23.19859049960988,3.054384848938256,False,0.0,0.0,0.6562000000000126,0.6562000000000126,10,2.812459586916966,-0.586309609426176
2021-08-04 15:42:07+00:00,11,5738268973.0,0.0,881.9328,40.067879,-83.12788549999999,12.0,1.0,12.0,0.0002458440307473,50.19442881429949,0.8850385106906293,False,0.0,0.0,0.6562000000000126,0.6562000000000126,10,2.1876362304516537,1.3870444044626926
2021-08-04 15:42:08+00:00,12,5738268973.0,0.0,881.9328,40.067882,-83.127883,13.0,1.0,13.0,0.0002458440272553,50.19442897447431,0.885038498119186,False,0.0,0.0,0.6562000000000126,0.6562000000000126,10,1.687500161769312,4.464712955086847
2021-08-04 15:42:09+00:00,13,5738268973.0,0.0,882.2609,40.0678865,-83.127878,14.0,1.0,14.0,0.0004081276769899,41.98721250481359,1.4692596371638726,False,15.22566466784116,0.3280999999999494,0.6562000000000126,0.984299999999962,10,1.3655906771556294,8.00497724010298
2021-08-04 15:42:10+00:00,14,5738268973.0,0.0,882.589,40.067891,-83.127873,15.0,1.0,15.0,0.000408127665777,41.98721250481359,1.4692595967975302,False,15.225665086155354,0.6562000000000126,0.6562000000000126,1.312400000000025,10,1.185522591989858,10.108443546525308
2021-08-04 15:42:11+00:00,15,5738268973.0,0.0,882.9171000000001,40.067894,-83.12787,16.0,1.0,16.0,0.0002610132486311,45.00000006785184,0.939647695072003,False,23.80727868836485,0.9843000000000756,0.6562000000000126,1.6405000000000882,10,1.0756478701041319,9.035919972918418
2021-08-04 15:42:12+00:00,16,5738268973.0,0.0,882.9171000000001,40.067892,-83.127873,17.0,1.0,17.0,0.0002103768345629,213.69006761992847,0.7573566044264411,False,0.0,0.9843000000000756,0.6562000000000126,1.6405000000000882,10,0.9464762036916835,4.866902701158256
2021-08-04 15:42:13+00:00,17,5738268973.0,0.0,882.75305,40.067890000000006,-83.12787549999999,18.0,1.0,18.0,0.0001912322597202,218.65980825409008,0.6884361349930462,False,-16.24729833922253,1.0936666666667634,0.820250000000101,1.9139166666668643,10,0.7560428970620525,-0.4478787538326839
2021-08-04 15:42:14+00:00,18,5738268973.0,0.0,882.589,40.067888,-83.127878,19.0,1.0,19.0,0.0001912322631857,218.6598081945129,0.6884361474687816,False,-16.247298044780205,1.203033333333451,0.9843000000000756,2.1873333333335268,10,0.5474405494489878,-4.421579082047734
2021-08-04 15:42:30+00:00,19,5738268973.0,1.0,882.9171000000001,40.067904,-83.127847,35.0,1.0,20.0,,27.299572209660205,,False,,1.3124000000001388,1.06632500000012,2.3787250000002587,10,,
2021-08-04 15:42:31+00:00,20,5738268973.0,1.0,882.75305,40.067938,-83.1278605,36.0,1.0,21.0,0.0024552343285286,111.655989030513,8.838843582703086,True,-1.2654627461246062,1.3124000000001388,1.148350000000164,2.460750000000303,10,,
2021-08-04 15:42:32+00:00,21,5738268973.0,1.0,882.589,40.067972,-83.127874,37.0,1.0,22.0,0.0024552342257531,111.65598905119938,8.838843212711243,True,-1.2654627990956946,1.3124000000001388,1.3124000000001388,2.6248000000002776,10,,
2021-08-04 15:42:33+00:00,22,5738268973.0,1.0,881.6047,40.068001,-83.127888,38.0,1.0,23.0,0.0021360802914805,115.76932760942049,7.689889049329963,True,-8.727221316959879,1.3124000000001388,2.2967000000002145,3.609100000000353,10,,
2021-08-04 15:42:34+00:00,23,5738268973.0,1.0,881.6047,40.068001,-83.1278945,39.0,1.0,24.0,0.0003436932354271,180.0,1.2372956475378216,False,0.0,1.3124000000001388,2.2967000000002145,3.609100000000353,10,,
2021-08-04 15:42:35+00:00,24,5738268973.0,1.0,881.6047,40.068001,-83.127901,40.0,1.0,25.0,0.0003436932347544,180.0,1.237295645116107,False,0.0,1.3124000000001388,2.2967000000002145,3.609100000000353,10,,
2021-08-04 15:42:36+00:00,25,5738268973.0,1.0,882.2609,40.067985,-83.127891,41.0,1.0,26.0,0.0012254405410348,302.0053831760636,4.411585947725309,False,10.1416836532402,1.968600000000152,2.2967000000002145,4.265300000000366,10,3.0840118593865657,2.7088247383630546
2021-08-04 15:42:37+00:00,26,5738268973.0,1.0,882.42495,40.0679765,-83.1278855,42.0,1.0,27.0,0.0006553541811785,302.9052429249738,2.3592750522426007,False,4.740959415517692,2.132650000000126,2.2967000000002145,4.4293500000003405,10,2.8919351824627735,4.236412107322334
2021-08-04 15:42:38+00:00,27,5738268973.0,1.0,882.589,40.067968,-83.12788,43.0,1.0,28.0,0.0006553541976758,302.9052429249738,2.3592751116332,False,4.740959296175666,2.2967000000002145,2.2967000000002145,4.593400000000429,10,3.1474040224715782,4.509698549532801
2021-08-04 15:42:39+00:00,28,5738268973.0,1.0,882.9171000000001,40.067952,-83.12787,44.0,1.0,29.0,0.001225440651457,302.00538321265776,4.411586345245519,False,5.070841369696428,2.6248000000002776,2.2967000000002145,4.921500000000492,10,3.5194172728386612,3.5220133394896034
2021-08-04 15:42:40+00:00,29,5738268973.0,1.0,882.9171000000001,40.067936,-83.12786,45.0,1.0,30.0,0.0012254407050466,302.00538322409346,4.411586538167974,False,0.0,2.6248000000002776,2.2967000000002145,4.921500000000492,10,3.834689620924254,1.893091323104997
