time,index,ride_id,segment_id,elevation,latitude,longitude,elapsed_time,delta_time,moving_time,delta_dist,heading,speed,is_cruising,grade,elapsed_ascent,elapsed_descent,elapsed_elevation,training_window_id
2021-09-21 12:04:31+00:00,0,5995495283.0,0.0,602.0635,,,1.0,1.0,1.0,,,,False,,0.0,0.0,0.0,11
2021-09-21 12:04:32+00:00,1,5995495283.0,0.0,602.7197,,,2.0,1.0,2.0,0.0110530898436573,301.4856672137539,39.79112343716661,True,1.1243942172570085,0.6562000000000126,0.0,0.6562000000000126,11
2021-09-21 12:04:33+00:00,2,5995495283.0,0.0,603.3759,,,3.0,1.0,3.0,0.0110530940201395,301.48566721500873,39.791138472502496,True,1.1243937923974698,1.312400000000025,0.0,1.312400000000025,11
2021-09-21 12:04:34+00:00,3,5995495283.0,0.0,603.7040000000001,,,4.0,1.0,4.0,0.0004504162381645,345.9637565081258,1.6214984573923614,False,13.79616147241623,1.6405000000000882,0.0,1.6405000000000882,11
2021-09-21 12:04:35+00:00,4,5995495283.0,0.0,603.7040000000001,,,5.0,1.0,5.0,0.0022116387115236,91.7899106034799,7.961899361485271,False,0.0,1.6405000000000882,0.0,1.6405000000000882,11
2021-09-21 12:04:36+00:00,5,5995495283.0,0.0,603.7040000000001,,,6.0,1.0,6.0,0.0022116387104775,91.78991060387708,7.961899357719225,False,0.0,1.6405000000000882,0.0,1.6405000000000882,11
2021-09-21 12:04:37+00:00,6,5995495283.0,0.0,603.86805,,,7.0,1.0,7.0,0.0003211424347179,251.56505120421872,1.156112764984631,False,9.674858380163498,1.804550000000063,0.0,1.804550000000063,11
2021-09-21 12:04:38+00:00,7,5995495283.0,0.0,604.0321,,,8.0,1.0,8.0,0.0003211424363453,251.56505106851503,1.156112770843213,False,9.674858331136315,1.9686000000000377,0.0,1.9686000000000377,11
2021-09-21 12:04:39+00:00,8,5995495283.0,0.0,604.0321,,,9.0,1.0,9.0,0.0002815207911325,255.96375657996893,1.0134748480771625,False,0.0,1.9686000000000377,0.0,1.9686000000000377,11
2021-09-21 12:04:40+00:00,9,5995495283.0,0.0,604.0321,,,10.0,1.0,10.0,0.000406561495673,231.3401916863327,1.4636213844231143,False,0.0,1.9686000000000377,0.0,1.9686000000000377,11
2021-09-21 12:04:41+00:00,10,5995495283.0,0.0,604.0321,,,11.0,1.0,11.0,0.0001059947141196,213.69006771387717,0.3815809708308889,False,0.0,1.9686000000000377,0.0,1.9686000000000377,11
2021-09-21 12:04:42+00:00,11,5995495283.0,0.0,604.0321,,,12.0,1.0,12.0,0.0001059947152161,213.69006752597977,0.3815809747779972,False,0.0,1.9686000000000377,0.0,1.9686000000000377,11
2021-09-21 12:04:43+00:00,12,5995495283.0,0.0,604.0321,,,13.0,1.0,13.0,0.000127515042132,206.565051177078,0.4590541516753173,False,0.0,1.9686000000000377,0.0,1.9686000000000377,11
2021-09-21 12:04:44+00:00,13,5995495283.0,0.0,604.0321,,,14.0,1.0,14.0,0.0001275150426005,206.565051177078,0.4590541533618401,False,0.0,1.9686000000000377,0.0,1.9686000000000377,11
2021-09-21 12:04:45+00:00,14,5995495283.0,0.0,604.0321,,,15.0,1.0,15.0,0.0001875538422603,180.0,0.6751938321372537,False,0.0,1.9686000000000377,0.0,1.9686000000000377,11
2021-09-21 12:04:46+00:00,15,5995495283.0,0.0,604.0321,,,16.0,1.0,16.0,0.0001875538415786,180.0,0.6751938296829784,False,0.0,1.9686000000000377,0.0,1.9686000000000377,11
