time,index,ride_id,segment_id,elevation,latitude,longitude,elapsed_time,delta_time,moving_time,delta_dist,heading,speed,is_cruising,grade,elapsed_ascent,elapsed_descent,elapsed_elevation,training_window_id,filt_speed,filt_grade,inst_power
2020-04-27 20:13:41+00:00,0,3367098479,0,885.2138000000001,40.068193,-83.128549,1.0,1.0,1.0,,,,False,,0.0,0.0,0.0,2,,,
2020-04-27 20:59:55+00:00,1,3367098479,1,885.2138000000001,40.068219,-83.128578,2775.0,1.0,2.0,,138.12213046184735,,False,,0.0,0.0,0.0,2,,,
