time,index,ride_id,segment_id,elevation,latitude,longitude,elapsed_time,delta_time,moving_time,delta_dist,heading,speed,is_cruising,grade,elapsed_ascent,elapsed_descent,elapsed_elevation,training_window_id,filt_speed,filt_grade
2020-04-17 11:57:02+00:00,0,3311386012.0,0.0,883.9014,40.068181,-83.128559,1.0,1.0,1.0,,,2.270767822578038,False,0.0,0.0,0.0,0.0,1,1.3416774253576726,0.0
2020-04-17 11:57:03+00:00,1,3311386012.0,0.0,883.9014,40.068172,-83.12856099999999,2.0,1.0,2.0,0.000630768839605,257.4711923291648,2.270767822578038,False,0.0,0.0,0.0,0.0,1,2.5597234876174535,0.0
2020-04-17 11:57:04+00:00,2,3311386012.0,0.0,883.9014,40.068163,-83.128563,3.0,1.0,3.0,0.000630768841627,257.471192233374,2.270767829857319,False,0.0,0.0,0.0,0.0,1,4.147250618166403,0.0
2020-04-17 11:57:05+00:00,3,3311386012.0,0.0,883.9014,40.0681995,-83.12853849999999,4.0,1.0,4.0,0.0028351780461066,56.12918927981524,10.20664096598377,True,0.0,0.0,0.0,0.0,1,5.567309828717409,0.0
2020-04-17 11:57:06+00:00,4,3311386012.0,0.0,883.9014,40.068236,-83.128514,5.0,1.0,5.0,0.0028351777286249,56.12918929519382,10.20663982304984,True,0.0,0.0,0.0,0.0,1,6.263257272071521,0.0
2020-04-17 11:57:07+00:00,5,3311386012.0,0.0,883.9014,40.068255,-83.128496,6.0,1.0,6.0,0.0016214900303692,46.54815770610984,5.837364109329255,True,0.0,0.0,0.0,0.0,1,6.016826769732341,0.0
2020-04-17 11:57:08+00:00,6,3311386012.0,0.0,883.9014,40.068262,-83.12849,7.0,1.0,7.0,0.000578421378448,49.39870534541645,2.0823169624131594,False,0.0,0.0,0.0,0.0,1,4.97846417184292,0.0
2020-04-17 11:57:09+00:00,7,3311386012.0,0.0,883.9014,40.068256,-83.12848249999999,8.0,1.0,8.0,0.0005736952997726,321.34019178562806,2.065303079181476,False,0.0,0.0,0.0,0.0,1,3.596932068594959,0.0
2020-04-17 11:57:10+00:00,8,3311386012.0,0.0,883.9014,40.06825,-83.128475,9.0,1.0,9.0,0.0005736953229886,321.3401917326705,2.065303162759196,False,0.0,0.0,0.0,0.0,1,2.530154564273905,-0.16972063579788815
2020-04-17 11:57:11+00:00,9,3311386012.0,0.0,883.9014,40.0682525,-83.12848249999999,10.0,1.0,10.0,0.0004325537979679,161.56505116079356,1.5571936726847049,False,0.0,0.0,0.0,0.0,1,2.1589512017732044,-0.5994683714669603
2020-04-17 11:57:12+00:00,10,3311386012.0,0.0,883.9014,40.068255,-83.12849,11.0,1.0,11.0,0.0004325537860332,161.56505119336242,1.5571936297197455,False,0.0,0.0,0.0,0.0,1,2.360258617744025,-1.0881594653735844
2020-04-17 11:57:13+00:00,11,3311386012.0,0.0,883.5733000000001,40.068255,-83.128508,12.0,1.0,12.0,0.0009517623334398,180.0,3.4263444003836288,False,-6.528956792241507,0.0,0.3280999999998357,0.3280999999998357,1,2.7829918017056463,-1.4071299234823207
2020-04-17 11:57:14+00:00,12,3311386012.0,0.0,883.5733000000001,40.068246,-83.1285285,13.0,1.0,13.0,0.0012496547770646,203.70264594243824,4.498757197432608,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,3.1099333175022585,-1.4071299234823207
2020-04-17 11:57:15+00:00,13,3311386012.0,0.0,883.5733000000001,40.068237,-83.128549,14.0,1.0,14.0,0.0012496549015096,203.70264594243824,4.498757645434592,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,3.1284625426585264,-1.0881594653735849
2020-04-17 11:57:16+00:00,14,3311386012.0,0.0,883.5733000000001,40.068233000000006,-83.128556,15.0,1.0,15.0,0.000461929168407,209.744881290679,1.6629450062655573,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,2.7324305340070634,-0.5994683714669604
2020-04-17 11:57:17+00:00,15,3311386012.0,0.0,883.5733000000001,40.068229,-83.128563,16.0,1.0,16.0,0.0004619291855464,209.7448813345217,1.6629450679672946,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,2.0253486055052354,-0.16972063579788815
2020-04-17 11:57:18+00:00,16,3311386012.0,0.0,883.5733000000001,40.068229,-83.128562,17.0,1.0,17.0,5.287570492493895e-05,180.0,0.1903525377297802,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,1.271954237323878,0.0
2020-04-17 11:57:19+00:00,17,3311386012.0,0.0,883.5733000000001,40.068229,-83.128561,18.0,1.0,18.0,5.287570559763524e-05,180.0,0.1903525401514868,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,0.7282160733292387,0.0
2020-04-17 11:57:20+00:00,18,3311386012.0,0.0,883.5733000000001,40.068229,-83.1285625,19.0,1.0,19.0,7.931355772375657e-05,180.0,0.2855288078055236,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,0.48295850173259514,0.0
2020-04-17 11:57:21+00:00,19,3311386012.0,0.0,883.5733000000001,40.068229,-83.128564,20.0,1.0,20.0,7.931355839645286e-05,180.0,0.2855288102272303,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,0.4368422154160551,0.0
2020-04-17 11:57:22+00:00,20,3311386012.0,0.0,883.5733000000001,40.068228,-83.128569,21.0,1.0,21.0,0.0002732579496349,191.3099325209945,0.9837286186856944,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,0.4611681477833304,0.0
2020-04-17 11:57:23+00:00,21,3311386012.0,0.0,883.5733000000001,40.068228,-83.128572,22.0,1.0,22.0,0.0001586271191216,180.0,0.5710576288378741,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,0.4968558073825279,0.0
2020-04-17 11:57:24+00:00,22,3311386012.0,0.0,883.5733000000001,40.068228,-83.128573,23.0,1.0,23.0,5.287570570118095e-05,180.0,0.1903525405242514,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,0.5466507055517615,0.0
2020-04-17 11:57:25+00:00,23,3311386012.0,0.0,883.5733000000001,40.068228,-83.128574,24.0,1.0,24.0,5.287570637387725e-05,180.0,0.1903525429459581,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,0.658800778903628,0.0
2020-04-17 11:57:26+00:00,24,3311386012.0,0.0,883.5733000000001,40.068223,-83.12857199999999,25.0,1.0,25.0,0.0003612905720792,291.8014095986583,1.300646059485265,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,0.8640425974929328,0.0
2020-04-17 11:57:27+00:00,25,3311386012.0,0.0,883.5733000000001,40.068218,-83.12857,26.0,1.0,26.0,0.0003612905745746,291.8014094301986,1.3006460684689072,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,1.1473961588724988,0.0
2020-04-17 11:57:28+00:00,26,3311386012.0,0.0,883.5733000000001,40.068211,-83.128567,27.0,1.0,27.0,0.0005090026556471,293.19859045047576,1.8324095603297943,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,1.4386136201852922,0.0
2020-04-17 11:57:29+00:00,27,3311386012.0,0.0,883.5733000000001,40.0682055,-83.12856049999999,28.0,1.0,28.0,0.0005123815139068,319.7636417412641,1.844573450064796,False,0.0,0.0,0.3280999999998357,0.3280999999998357,1,1.668658229006217,0.0
